emotion;text;rand
sadness;i feel so sentimental knowing this is just a blip on our family timeline;0.226933997
joy;i feel better and worse;0.845881745
anger;i get the feeling tifani s prodding me from the spirit world to show folks there are alternatives to dangerous medications;0.384541247
surprise;im on my back on the ground towards the bottom of the hill feeling dazed dizzy and confused;0.522194276
fear;i wonder how many of us feel displaced or know what it s like to live as a stranger in a strange land longing to return to the place we grew up and where people knew your name;0.048660374
sadness;im feeling socially awkward and counter cultural and freakish and am trying not to eat piles and buckets of food that will do me no good whatsoever please help me stay connected to the only one that can get me through my little crisis;0.494307152
sadness;i feel all weepy;0.26994239
sadness;i love reading books about how best to educate kids in part because i care very strongly about the issue and in part because i like to feel inadequate;0.822354038
anger;i feel tortured right now;0.395438128
disgust;Disgust with drunk people.;0.437795922
fear;i feel suspicious of the government s actions and i feel like i have seen;0.477602464
fear;i feel anxious that im not the person i want to be now and that its going to take time;0.073080915
disgust;"I was disgusted with the hypocrisy of my colleagues from the 
group.";0.136447817
joy;i feel might be useful to teachers and administrators who work with refugees;0.952502083
anger;i know the signs elevated resting heart rate mood swings pain in the muscles and joints especially in the upper thigh muscles sudden loss of strength no desire for weights lifting decreased sleep times lose of muscle mass feeling irritable;0.326208625
surprise;i feel very curious about visiting their churches;0.336542028
surprise;i feel like ive avoided harry potter because i wasnt hugely impressed by the first book but then the other because ive seen what lord of the rings has done to me in terms of obsession and i think i might turn into one of those harry potter super fans and then therell be trouble;0.940088915
joy;after having finished my bsc;0.346173408
disgust;"When I heard about the treatment of a friend in jail. Really 
inhuman. I never realised that such things also happen in the 
Netherlands.";0.978229578
fear;i usually feel like we get unprotected too simply out here;0.824681316
fear;i start to feel frantic where are the candles the matches the one flashlight thats actually ashers bug light no fans in the house move beds outside boys in the bath dont touch the candles goodbye meat in the fridge;0.781300544
fear;i can almost feel ezekiel s terror and awe and his frantic grasping at words while knowing he just doesn t and can t quite capture it;0.389770347
sadness;i do feel guilty for not being able to carry the strong attachments as i move on but could never change;0.342176402
surprise;i wouldn t feel all weird and different in certain ways;0.850963605
disgust;"I saw a terrible accident in which the driver of a motor was 
thrown through the frontwindow of a car. His face was completely 
away.";0.167708317
disgust;Deception from a person I loved very much.;0.126016544
sadness;i finally turned the podcast off feeling beaten to my very core;0.696570923
fear;i didnt feel so alarmed;0.816167635
joy;im feeling foolishly optimistic;0.068814094
anger;i walked up to the floor and said out loud i really feel like leaving because i really want to dance with dance but i don t see you guys paying attention to me and i am getting impatient;0.354924546
joy;i find the whole process quite therapeutic plus getting those vitamins and that pure veggie goodness down you instantly makes you feel a ok;0.663655778
surprise;i know you have strong feelings curious if you have ever downloaded music that you did not pay for;0.761196769
disgust;People spitting in railway stations.;0.515835267
fear;i am a kindergarten teacher and i am thoroughly weary of my job after having taken the university entrance exam i suffered from anxiety for weeks as i did not want to carry on with my work studies were the only alternative;0.485409283
fear;i want to go in the living room and watch weeds on netflix but there are too many windows and i am feeling paranoid;0.975807171
