text;emo
i didn t want to leave but i didn t before i thanked her parents for trusting me to spend the night and that it made me feel like they respected me;joy
i listen to it a feel peaceful and happy and who couldnt use a big dose of that in their lives;joy
i amos does such a beautiful job retrofitting cohens song and really his basic arrangement too with her own piano work that it feels to me like more of an artistic effort than merely paying homage;joy
i feel that the classroom is extremely dangerous;anger
i did restart my gallery but only because i was feeling very vain and gorgeous at the time;sadness
i need to find a way to get over this yet i feel hopeless;sadness
i end up getting unwanted attention from boys i want little to do with or ill be sort of starting something with a boy then find myself flirtiing with others in his presence or ill feel really insincere around boys that i do like;anger
i read several pages and still feel unsure i feel i ve wasted my time and can t engage with the main argument;fear
i feel as though the rest of my year will be jaded due to my love for this first;sadness
i am your friend then why do i sometime feel so insulted around you;anger
i feel more inhibited to practice during public sessions compared to the lessons but any ice time is good ice time;sadness
i fall victim to feeling inadequate if i am anywhere short of perfection in what i set of my expectations or what i perceive are the expectations of others;sadness
i can feel the tortured emo poetry coming on already;anger
i wanted it to feel special for all the guests that alise and jeremy chose;joy
im used to it but it still makes me feel empty;sadness
im just feeling strangely indecisive and also because i dont really believe that;fear
i often times feel lost here because all our friends seem to leave us and move away;sadness
